Nombre de Archivo,Fecha de Creación,Fecha de Último Acceso,Tamaño del Archivo (bytes),Tipo de Archivo
Chapter+1+Lecture+Slides+(Instructor+Version) (5).pptx,2022-10-14 10:02:41,2022-10-18 08:56:18,6257027,application/vnd.openxmlformats-officedocument.presentationml.presentation
Chapter+2+Lecture+Slides+(Instructor+Version) (1).pptx,2022-10-14 10:02:51,2022-10-18 08:56:22,5339600,application/vnd.openxmlformats-officedocument.presentationml.presentation
Chapter+3+Lecture+Slides+(Instructor+Version) (1).pptx,2022-10-14 10:02:59,2022-10-18 08:56:24,6915206,application/vnd.openxmlformats-officedocument.presentationml.presentation
Chapter+5+Lecture+Slides+(Instructor+Version) (1).pptx,2022-10-14 10:03:14,2022-10-18 08:56:26,5866166,application/vnd.openxmlformats-officedocument.presentationml.presentation
Chapter+7+Lecture+Slides+(Instructor+Version) (1).pptx,2022-10-14 10:03:24,2022-10-18 08:55:53,13408889,application/vnd.openxmlformats-officedocument.presentationml.presentation
Chapter+7+Lecture+Slides+(Instructor+Version).pptx,2022-10-11 16:51:49,2022-10-17 12:53:03,13408889,application/vnd.openxmlformats-officedocument.presentationml.presentation
Chapter+8+Lecture+Slides+(Instructor+Version).pptx,2022-10-11 16:51:49,2022-10-17 12:53:16,6764584,application/vnd.openxmlformats-officedocument.presentationml.presentation
Charles's Resume(updated).pdf,2022-04-01 17:25:20,2022-04-01 17:33:40,81147,application/pdf
Chathuranga's Resume.pdf,2022-05-03 09:42:52,2022-05-03 09:43:03,70470,application/pdf
Chen Yu CV.pdf,2022-03-15 15:37:43,2022-03-24 22:58:08,48664,application/pdf
Chetan Kaushal CV.pdf,2022-06-06 19:15:28,2022-06-06 22:10:27,53614,application/pdf
Chetan_Resume  (1).pdf,2022-06-10 08:19:58,2022-06-10 08:21:15,138349,application/pdf
ChienHui's Resume (1).pdf,2022-05-26 09:19:48,2022-05-26 09:20:06,52720,application/pdf
Chiochiu Andrei CV.pdf,2022-06-07 09:47:28,2022-06-07 10:05:58,1436268,application/pdf
Chipotle Questionnaire and Data Key.docx,2022-09-20 20:16:36,2023-04-12 17:20:19,16826,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Chipotle.xlsx,2022-09-20 20:16:35,2023-10-07 20:57:19,58230,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
Chirag-Resume-2022-01.docx,2022-03-31 18:23:53,2022-04-01 09:54:57,51947,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Chitra J CV.pdf,2022-05-31 16:02:31,2022-05-31 16:02:52,50762,application/pdf
Chitra Jadhav_FinOps_Resume.pdf,2022-06-01 10:35:59,2022-06-01 10:36:12,779171,application/pdf
ChrisChen_Resume.docx,2022-07-12 13:45:25,2022-07-13 09:44:39,322287,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Christopher_Groe.pdf,2022-02-17 16:38:50,2022-03-24 22:58:08,97065,application/pdf
Christopher_Stea_-_Senior_Software_Engineer.pdf,2022-06-17 19:12:30,2022-06-17 19:12:33,38048,application/pdf
Christophor Steffey CV.pdf,2022-06-30 16:19:16,2022-07-01 11:49:19,55095,application/pdf
Chris_Wang_Resume.pdf,2022-01-27 10:31:52,2022-03-24 22:58:08,162825,application/pdf
chromedriver-win64.zip,2023-11-28 19:32:07,2023-11-28 19:34:43,8448892,application/x-zip-compressed
ChromeSetup.exe,2016-11-01 23:38:15,2024-02-07 09:53:44,1065376,application/x-msdownload
ChunGangLi (1).docx,2022-02-14 12:09:10,2023-04-12 17:20:13,29795,application/vnd.openxmlformats-officedocument.wordprocessingml.document
ChunGangLi.docx,2022-02-14 12:05:46,2023-04-12 17:20:13,29795,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Class Activity 1 – Ontario Blue License Plate Case Study (1).pptx,2022-09-19 20:14:14,2023-04-12 17:20:19,554750,application/vnd.openxmlformats-officedocument.presentationml.presentation
Class Activity 1 – Ontario Blue License Plate Case Study (2).pptx,2022-09-26 14:16:37,2023-04-12 17:20:18,554196,application/vnd.openxmlformats-officedocument.presentationml.presentation
Class Activity 1 – Ontario Blue License Plate Case Study.pptx,2022-09-18 21:48:08,2023-04-12 17:20:19,554196,application/vnd.openxmlformats-officedocument.presentationml.presentation
Claudio_Mena.pdf,2022-03-01 09:27:06,2022-03-24 22:58:12,76938,application/pdf
Cliff_Okumakube.pdf,2022-03-03 09:50:31,2022-03-24 22:58:12,133490,application/pdf
Cloud Engineer (AWS) JD World Fuel Services.docx,2022-04-28 10:38:27,2022-07-22 10:13:59,15163,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Cloud Engineer Vamshi G (2).docx,2022-03-24 10:52:39,2022-04-01 11:31:20,57186,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Cloud Security Engineer JD Pacific Western Bank.docx,2022-06-17 13:18:59,2022-06-17 17:13:13,17190,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Cloud Security Solutions Architect Kinect JD.docx,2022-03-01 09:29:31,2022-03-24 22:58:12,17120,application/vnd.openxmlformats-officedocument.wordprocessingml.document
cluster-analysis-1.csv,2022-11-04 11:45:31,2022-11-04 11:45:36,630,application/vnd.ms-excel
cluster-analysis-2.csv,2022-11-04 11:45:36,2022-11-04 11:45:37,2290,application/vnd.ms-excel
cluster-analysis-3.csv,2022-11-04 11:45:50,2022-11-04 11:45:51,676,application/vnd.ms-excel
Clustering_Carlos (1).ipynb,2023-11-25 13:16:42,2023-11-25 13:16:42,316413,Desconocido
Clustering_Carlos.ipynb,2023-11-20 09:28:40,2023-11-20 09:28:40,316413,Desconocido
CM MAITTE.docx,2022-01-08 21:33:47,2022-03-24 22:58:12,81259,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CM RUBEN VASCONEZ B.docx,2020-05-29 20:30:32,2022-03-24 22:58:12,81259,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CMP Resume Full.pdf,2022-07-21 15:33:59,2022-07-22 10:12:10,175281,application/pdf
Co-op application.docx,2023-12-05 22:31:05,2024-01-02 08:27:18,15033,application/vnd.openxmlformats-officedocument.wordprocessingml.document
coaster_db.csv,2023-06-09 18:01:30,2023-06-09 18:01:37,457428,application/vnd.ms-excel
Code of Conduct - 2022.pdf,2022-09-09 18:53:18,2022-09-09 18:53:23,272119,application/pdf
COFFEE PASS CATALOGO VENTA BR.pdf,2019-05-19 19:49:47,2022-03-24 22:58:12,2546208,application/pdf
"cold,smooth& tasty..png",2017-11-09 21:53:54,2022-09-04 20:43:03,136424,image/png
College Recruiting Intern.pdf,2023-11-03 09:31:38,2023-11-03 09:31:39,1062413,application/pdf
College Recruiting Opeations Supervisor.pdf,2023-11-03 09:31:31,2023-11-03 09:31:33,1297236,application/pdf
comentarios.pdf,2024-01-28 21:12:53,2024-01-28 21:17:53,260972,application/pdf
Comparación y análisis de las heurísticas.docx,2023-12-09 16:54:40,2023-12-09 16:54:55,16906,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Compraventa Vasconez Swett - Maldonado Herrera.pdf,2022-12-13 19:52:27,2022-12-13 19:52:34,74213,application/pdf
COMPROBANTE (1).pdf,2021-06-23 21:23:24,2022-03-24 22:58:13,296057,application/pdf
Comprobante (1).xls,2019-12-01 12:01:15,2023-07-06 22:59:11,45056,application/vnd.ms-excel
Comprobante (2).pdf,2022-08-03 11:46:25,2022-08-03 11:51:13,81705,application/pdf
Comprobante (2).xls,2019-12-01 12:01:58,2023-07-06 22:59:11,46592,application/vnd.ms-excel
Comprobante (3).pdf,2022-08-16 11:33:44,2022-08-21 10:11:41,72244,application/pdf
Comprobante (3).xls,2019-12-01 12:02:52,2023-07-06 22:59:11,45056,application/vnd.ms-excel
Comprobante (4).xls,2019-12-01 12:03:30,2023-07-06 22:59:11,45568,application/vnd.ms-excel
Comprobante (5).xls,2019-12-01 12:05:49,2023-07-06 22:59:11,47104,application/vnd.ms-excel
Comprobante (6).xls,2019-12-01 12:06:30,2023-07-06 22:59:12,46080,application/vnd.ms-excel
Comprobante (7).xls,2019-12-31 11:39:51,2023-07-06 22:59:11,46592,application/vnd.ms-excel
Comprobante.pdf,2019-12-01 11:59:26,2022-03-24 22:58:13,116267,application/pdf
Comprobante.xls,2019-12-01 12:00:46,2023-07-06 22:59:11,46592,application/vnd.ms-excel
ComprobanteRecepcion0005CGE2019.pdf,2020-06-24 15:53:59,2022-03-24 22:58:13,205802,application/pdf
COMPROMISO .pdf,2021-02-10 21:54:54,2022-03-24 22:58:13,2463953,application/pdf
Compromiso aceptación TFE grupal  - Alejandra (1).pdf,2024-02-08 19:29:19,2024-02-08 19:36:51,106088,application/pdf
Compromiso aceptación TFE grupal Firmado Carlos Vasconez.pdf,2024-02-07 10:38:30,2024-02-08 10:19:36,642797,application/pdf
Compromiso aceptación TFE grupal.docx,2024-02-07 10:36:56,2024-03-11 13:11:54,66839,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Compromiso aceptación TFE grupal.pdf,2024-02-07 10:37:12,2024-02-07 10:37:14,614538,application/pdf
Conclusions_Notebook.ipynb,2023-09-01 12:43:59,2023-09-01 12:43:59,1954,Desconocido
confi nombre.png,2024-03-25 10:47:55,2024-03-25 10:47:56,95753,image/png
Confidentiality Policy - 2021.pdf,2022-09-09 19:06:14,2022-09-09 19:06:28,132913,application/pdf
ConradHeadArchitecture22-2.pdf,2022-04-15 12:24:12,2022-04-15 12:30:30,192577,application/pdf
CONSENTIMIENTO INFORMADO “COVID”.docx,2021-03-16 23:16:30,2022-03-24 22:58:13,20371,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Constancia de la Declaracion Patrimonial (1).pdf,2020-06-26 17:02:38,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (10).pdf,2020-06-26 18:40:20,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (11).pdf,2020-06-26 18:41:59,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (2).pdf,2020-06-26 18:24:06,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (3).pdf,2020-06-26 18:27:07,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (4).pdf,2020-06-26 18:27:08,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (5).pdf,2020-06-26 18:28:57,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (6).pdf,2020-06-26 18:30:21,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (7).pdf,2020-06-26 18:32:34,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (8).pdf,2020-06-26 18:34:49,2021-10-05 23:36:36,533598,application/pdf
Constancia de la Declaracion Patrimonial (9).pdf,2020-06-26 18:36:36,2021-10-05 23:36:35,533598,application/pdf
Constancia de la Declaracion Patrimonial RUBEN VASCONEZ_compressed_compressed.pdf,2020-06-28 11:54:45,2021-10-05 23:36:35,355385,application/pdf
Constancia de la Declaracion Patrimonial.pdf,2020-06-26 17:02:15,2021-10-05 23:36:35,533598,application/pdf
Constancia de la Declaracion Patrimonial.rar,2020-06-26 17:01:11,2020-06-26 17:01:11,435032,Desconocido
CONSTANCIA DE OTORGAMIENTO DE LA DECLARACIÓN PATRIMONIAL JURADA ELECTRÓNICA.pdf,2021-05-26 18:57:06,2021-10-05 23:36:35,106787,application/pdf
Consulta Externa 2021.rar,2024-02-05 15:59:05,2024-02-05 16:02:21,259616878,Desconocido
Contoso Sales Sample for Power BI Desktop (1).zip,2023-09-29 12:49:31,2023-09-29 12:50:19,47505199,application/x-zip-compressed
Contoso Sales Sample for Power BI Desktop.pbix,2023-04-14 08:15:39,2023-04-14 08:15:39,55149240,Desconocido
Contoso Sales Sample for Power BI Desktop.zip,2023-04-12 21:09:10,2023-04-12 21:11:15,47505199,application/x-zip-compressed
contractions (1).py,2023-11-25 16:15:31,2023-11-25 16:15:31,2975,text/x-python
contractions.py,2023-11-25 15:59:09,2023-11-25 15:59:38,2975,text/x-python
Contrasenas de visa.docx,2022-07-21 11:50:41,2022-08-21 10:09:12,284488,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CONTRATO (1).pdf,2021-02-10 21:54:57,2021-10-05 23:36:35,8064700,application/pdf
Contrato de Contratista - Carlos Gabriel Vasconez Swett - (1).pdf,2022-07-11 12:04:24,2022-07-11 12:05:04,1012209,application/pdf
Contrato de Contratista - Carlos Gabriel Vasconez Swett -.pdf,2022-07-11 12:04:19,2022-07-11 12:04:48,1012209,application/pdf
CONTRATO.pdf,2021-02-10 21:54:53,2021-10-05 23:36:35,8064700,application/pdf
Coordinates (1).ipynb,2023-11-18 13:49:03,2023-11-18 13:49:03,41715,Desconocido
Copy_of_Assignment09.ipynb,2023-12-02 16:12:45,2023-12-02 16:12:45,113668,Desconocido
Corey Rosamond CV.pdf,2022-04-19 16:53:57,2022-04-19 17:03:31,119427,application/pdf
Corey_Sepulvado_Resume.doc,2022-03-17 12:22:05,2022-03-23 18:30:07,116224,application/msword
corrected_lab_domain.pddl,2024-01-25 16:59:02,2024-01-25 16:59:02,1629,Desconocido
CorteMovimiento_201810.xls,2018-10-27 11:47:09,2023-07-06 22:59:15,3702,application/vnd.ms-excel
CoursePlanTemplate_BAM2004.docx,2023-02-28 09:02:22,2023-03-03 09:58:51,61358,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CoursePlanTemplate_BAM2024 (1).docx,2023-03-21 12:44:34,2023-03-24 21:54:49,62495,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CoursePlanTemplate_BAM2024 (2).docx,2023-03-21 12:44:37,2023-03-27 09:50:47,62495,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CoursePlanTemplate_BAM2024.docx,2023-02-28 09:08:21,2023-03-03 09:58:51,62495,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Cover Letter Assignment.pptx,2023-09-18 17:46:34,2023-09-18 17:47:27,43706,application/vnd.openxmlformats-officedocument.presentationml.presentation
Cover letter.pdf,2017-05-21 19:55:28,2022-08-27 08:59:26,37453,application/pdf
Cover Lettter Carlos Vasconez.pdf,2022-11-16 11:06:31,2023-01-08 22:41:08,402293,application/pdf
CPS 2001 - Goals and Skills Activity Worksheet.docx,2023-09-09 20:57:56,2023-09-23 13:00:13,17222,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CPS-2001 Behavioural Interview Sample Questions.docx,2023-10-07 10:26:23,2023-10-09 20:51:02,14579,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CPS-2001 Team Career Prep Presentation Feedback Worksheet (1) (1).docx,2023-10-21 10:28:35,2023-11-04 12:49:08,14599,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CreditReport.pdf,2023-08-23 23:21:42,2023-08-23 23:21:56,333916,application/pdf
"CTO, Development Lead JD Shopswap.docx",2022-07-22 16:19:24,2022-07-22 18:45:21,16524,application/vnd.openxmlformats-officedocument.wordprocessingml.document
cuestionario inglés.docx,2019-06-12 23:33:53,2021-10-05 23:36:35,1537709,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Cullen_Bond_-_SDE_2022.pdf,2022-02-23 15:09:14,2022-02-23 15:31:09,76859,application/pdf
Cumpleañeros del mes - MAYO 2021.pdf,2021-05-01 13:08:51,2021-10-05 23:36:35,406412,application/pdf
curriculum en.docx,2022-03-21 18:17:50,2022-03-22 16:47:06,52783,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Curriculum vitae.pdf,2023-04-24 12:08:41,2023-04-24 12:09:21,126044,application/pdf
CurrículumAlexisNarvaez2022-EN.pdf,2022-06-28 13:08:03,2022-06-28 13:53:33,83030,application/pdf
Cusina BRD.docx,2022-11-29 19:20:15,2022-12-03 17:40:36,67107,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CUSINA-Business Analysis (1) (1).docx,2022-12-10 19:04:18,2023-01-31 20:03:16,101252,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CUSINA-Business Analysis (1).docx,2022-12-08 22:47:14,2023-01-09 13:21:35,80373,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CUSINA-Business Analysis.docx,2022-12-06 10:28:12,2022-12-08 20:21:39,53381,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Customer Analysis (1).pdf,2023-02-23 23:15:53,2023-02-24 08:07:01,993014,application/pdf
Customer Analysis.pbix,2023-02-03 11:29:28,2023-02-03 11:29:29,1468455,Desconocido
Customer.csv,2023-03-20 18:08:27,2023-04-20 14:11:20,130469,application/vnd.ms-excel
customers-data.zip,2022-09-29 15:46:36,2022-09-30 22:30:06,849542,application/x-zip-compressed
CUV_EGAS_AGUILAR_ALBA_PATRICIA_0452118749863.pdf,2019-11-30 19:56:18,2021-10-05 23:36:34,29678,application/pdf
CV (Ghislain Leblanc).pdf,2022-06-03 19:26:57,2022-06-03 19:27:28,79846,application/pdf
CV - Alon Faingertz.docx,2022-04-04 12:10:17,2022-04-08 15:41:16,66261,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CV - Ing. Amy Dyer Feraud.pdf,2022-05-25 18:49:32,2022-07-12 12:14:28,185439,application/pdf
CV - MAURO MUÑOZ,2019-06-16 18:32:40,2019-06-16 18:32:37,338088,Desconocido
cv Carlos Vasconez 2.docx,2018-07-16 20:57:42,2023-03-21 19:04:03,21743,application/vnd.openxmlformats-officedocument.wordprocessingml.document
cv Carlos Vasconez 2.pdf,2018-04-09 08:23:05,2022-09-04 20:44:42,165322,application/pdf
cv Carlos Vasconez.docx,2017-06-07 22:02:01,2023-03-21 19:03:59,98333,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CV Juan Emilio Tumbaco,2019-10-04 12:35:21,2019-10-04 12:35:21,645938,Desconocido
CV Lorand Sandor 2022 Fullstack.pdf,2022-06-06 15:40:59,2022-06-06 15:49:49,7266419,application/pdf
CV LPATINO 2,2019-06-09 19:04:15,2019-06-09 19:04:08,3157985,Desconocido
CV MAITTE VASCONEZ SWETT.pdf,2021-12-21 09:40:25,2021-12-30 15:29:19,589538,application/pdf
CV Prudnikov Vladimir.pdf,2022-06-10 14:50:58,2022-06-10 14:51:35,1407193,application/pdf
CV RAMZI ARIF _EN_2022.docx,2022-05-31 08:58:07,2022-06-02 11:21:54,1645193,application/vnd.openxmlformats-officedocument.wordprocessingml.document
CV(Morio-Seiki).pdf,2022-03-16 21:54:13,2022-03-16 21:54:37,90869,application/pdf
cv-dilshan 2022_may.pdf,2022-05-16 17:02:23,2022-05-16 17:36:47,908826,application/pdf
CV-Emiliano_Qaqi.docx.pdf,2022-06-15 15:59:19,2022-06-15 15:59:23,93901,application/pdf
CV-Europass-20170417-VásconezSwett-EN.pdf,2017-04-16 17:42:34,2021-10-05 23:36:34,90167,application/pdf
CV-Europass-20170509-VásconezSwett-EN (1).pdf,2017-05-21 18:56:25,2021-10-05 23:36:34,140496,application/pdf
CV-Europass-20170509-VásconezSwett-EN.pdf,2017-05-14 16:31:40,2021-10-05 23:36:34,140496,application/pdf
CV-Europass-20170522-VásconezSwett-EN.pdf,2017-05-21 19:51:25,2021-10-05 23:36:34,95486,application/pdf
CV-JuanTapia-22-04-01_ver_1.24 .pdf,2022-04-01 17:21:56,2022-04-01 17:33:41,207844,application/pdf
CV-THIAGOSILVA-ENG-22.pdf,2022-06-29 15:26:11,2022-06-30 15:31:40,399991,application/pdf
CV-Wilfredo-Noyola-Frontend.pdf,2022-07-05 18:23:46,2022-07-05 18:27:15,371101,application/pdf
CV2023.1.pdf,2023-10-14 20:46:41,2023-10-14 21:21:12,4219488,application/pdf
CVDEVSECOPS033EN20211206.docx,2022-04-28 15:34:44,2022-05-02 18:08:24,48525,application/vnd.openxmlformats-officedocument.wordprocessingml.document
cvRODRIGO_SERVIUC_PAVEZI.pdf,2022-05-11 15:24:33,2022-05-11 15:25:00,150543,application/pdf
cv_Adel_en.pdf,2022-05-11 11:13:38,2022-05-11 11:36:52,61137,application/pdf
